Application,Technique,Pipeline,Time Steps,Temporal Ratio,Cameras,Spatial Ratio,Mapping,Execution Time (hours,Avg. Power (kW),Energy (kWh),Storage (GB)
cosmology,raycasting,insitu,5000,1,16,0.5,time-shared,71.89,23.73,1706.08,50781.25
cosmology,raycasting,insitu,5000,1,16,0.5,space-shared,69.81,27.96,1951.5,50781.25
cosmology,raycasting,insitu,5000,1,16,1,time-shared,119.03,20.66,2459.17,101562.5
cosmology,raycasting,insitu,5000,1,16,1,space-shared,116.94,23.26,2719.58,101562.5
cosmology,raycasting,insitu,1000,0.2,32,0.12,time-shared,3.17,27.86,88.4,1015.62
cosmology,raycasting,insitu,1000,0.2,32,0.12,space-shared,2.76,41.5,114.39,1015.62
cosmology,raycasting,insitu,1000,0.2,32,0.25,time-shared,4.12,28.52,117.36,2031.25
cosmology,raycasting,insitu,1000,0.2,32,0.25,space-shared,3.7,38.84,143.65,2031.25
cosmology,raycasting,insitu,1000,0.2,32,0.5,time-shared,6,24.58,147.49,4062.5
cosmology,raycasting,insitu,1000,0.2,32,0.5,space-shared,5.58,31.22,174.37,4062.5
cosmology,raycasting,insitu,1000,0.2,32,1,time-shared,9.77,21.26,207.73,8125
cosmology,raycasting,insitu,1000,0.2,32,1,space-shared,9.36,25.21,235.82,8125
cosmology,raycasting,insitu,1000,0.4,32,0.12,time-shared,5.93,26.73,158.47,2031.25
cosmology,raycasting,insitu,1000,0.4,32,0.12,space-shared,5.51,35.98,198.35,2031.25
cosmology,raycasting,insitu,1000,0.4,32,0.25,time-shared,7.81,27.69,216.39,4062.5
cosmology,raycasting,insitu,1000,0.4,32,0.25,space-shared,7.4,34.72,256.88,4062.5
cosmology,raycasting,insitu,1000,0.4,32,0.5,time-shared,11.59,23.88,276.64,8125
cosmology,raycasting,insitu,1000,0.4,32,0.5,space-shared,11.17,28.5,318.32,8125
cosmology,raycasting,insitu,1000,0.4,32,1,time-shared,19.13,20.76,397.13,16250
cosmology,raycasting,insitu,1000,0.4,32,1,space-shared,18.71,23.58,441.22,16250
cosmology,raycasting,insitu,1000,0.6,32,0.12,time-shared,8.69,26.31,228.54,3046.88
cosmology,raycasting,insitu,1000,0.6,32,0.12,space-shared,8.27,34.14,282.32,3046.88
cosmology,raycasting,insitu,1000,0.6,32,0.25,time-shared,11.51,27.4,315.42,6093.75
cosmology,raycasting,insitu,1000,0.6,32,0.25,space-shared,11.1,33.35,370.11,6093.75
cosmology,raycasting,insitu,1000,0.6,32,0.5,time-shared,17.17,23.63,405.79,12187.5
cosmology,raycasting,insitu,1000,0.6,32,0.5,space-shared,16.75,27.59,462.28,12187.5
cosmology,raycasting,insitu,1000,0.6,32,1,time-shared,28.48,20.59,586.53,24375
cosmology,raycasting,insitu,1000,0.6,32,1,space-shared,28.07,23.04,646.62,24375
cosmology,raycasting,insitu,1000,0.8,32,0.12,time-shared,11.44,26.1,298.61,4062.5
cosmology,raycasting,insitu,1000,0.8,32,0.12,space-shared,11.02,33.23,366.29,4062.5
cosmology,raycasting,insitu,1000,0.8,32,0.25,time-shared,15.21,27.24,414.45,8125
cosmology,raycasting,insitu,1000,0.8,32,0.25,space-shared,14.8,32.67,483.34,8125
cosmology,raycasting,insitu,1000,0.8,32,0.5,time-shared,22.75,23.51,534.95,16250
cosmology,raycasting,insitu,1000,0.8,32,0.5,space-shared,22.34,27.14,606.23,16250
cosmology,raycasting,insitu,1000,0.8,32,1,time-shared,37.84,20.51,775.93,32500
cosmology,raycasting,insitu,1000,0.8,32,1,space-shared,37.42,22.77,852.02,32500
cosmology,raycasting,insitu,1000,1,32,0.12,time-shared,14.2,25.97,368.67,5078.12
cosmology,raycasting,insitu,1000,1,32,0.12,space-shared,13.78,32.67,450.26,5078.12
cosmology,raycasting,insitu,1000,1,32,0.25,time-shared,18.91,27.15,513.48,10156.25
cosmology,raycasting,insitu,1000,1,32,0.25,space-shared,18.49,32.26,596.57,10156.25
cosmology,raycasting,insitu,1000,1,32,0.5,time-shared,28.34,23.43,664.1,20312.5
cosmology,raycasting,insitu,1000,1,32,0.5,space-shared,27.92,26.87,750.18,20312.5
cosmology,raycasting,insitu,1000,1,32,1,time-shared,47.19,20.45,965.33,40625
cosmology,raycasting,insitu,1000,1,32,1,space-shared,46.78,22.61,1057.42,40625
cosmology,raycasting,insitu,5000,0.2,32,0.12,time-shared,15.86,27.86,442.01,5078.12
cosmology,raycasting,insitu,5000,0.2,32,0.12,space-shared,13.78,41.5,571.92,5078.12
cosmology,raycasting,insitu,5000,0.2,32,0.25,time-shared,20.58,28.52,586.82,10156.25
cosmology,raycasting,insitu,5000,0.2,32,0.25,space-shared,18.49,38.84,718.23,10156.25
cosmology,raycasting,insitu,5000,0.2,32,0.5,time-shared,30.01,24.58,737.43,20312.5
cosmology,raycasting,insitu,5000,0.2,32,0.5,space-shared,27.92,31.22,871.85,20312.5
cosmology,raycasting,insitu,5000,0.2,32,1,time-shared,48.86,21.26,1038.67,40625
cosmology,raycasting,insitu,5000,0.2,32,1,space-shared,46.78,25.21,1179.08,40625
cosmology,raycasting,insitu,5000,0.4,32,0.12,time-shared,29.64,26.73,792.35,10156.25
cosmology,raycasting,insitu,5000,0.4,32,0.12,space-shared,27.56,35.98,991.77,10156.25
cosmology,raycasting,insitu,5000,0.4,32,0.25,time-shared,39.07,27.69,1081.97,20312.5
cosmology,raycasting,insitu,5000,0.4,32,0.25,space-shared,36.99,34.72,1284.38,20312.5
cosmology,raycasting,insitu,5000,0.4,32,0.5,time-shared,57.93,23.88,1383.2,40625
cosmology,raycasting,insitu,5000,0.4,32,0.5,space-shared,55.84,28.5,1591.62,40625
cosmology,raycasting,insitu,5000,0.4,32,1,time-shared,95.64,20.76,1985.67,81250
cosmology,raycasting,insitu,5000,0.4,32,1,space-shared,93.56,23.58,2206.08,81250
cosmology,raycasting,insitu,5000,0.6,32,0.12,time-shared,43.43,26.31,1142.69,15234.38
cosmology,raycasting,insitu,5000,0.6,32,0.12,space-shared,41.34,34.14,1411.61,15234.38
cosmology,raycasting,insitu,5000,0.6,32,0.25,time-shared,57.57,27.4,1577.12,30468.75
cosmology,raycasting,insitu,5000,0.6,32,0.25,space-shared,55.48,33.35,1850.53,30468.75
cosmology,raycasting,insitu,5000,0.6,32,0.5,time-shared,85.85,23.63,2028.97,60937.5
cosmology,raycasting,insitu,5000,0.6,32,0.5,space-shared,83.77,27.59,2311.38,60937.5
cosmology,raycasting,insitu,5000,0.6,32,1,time-shared,142.42,20.59,2932.67,121875.01
cosmology,raycasting,insitu,5000,0.6,32,1,space-shared,140.33,23.04,3233.08,121875.01
cosmology,raycasting,insitu,5000,0.8,32,0.12,time-shared,57.21,26.1,1493.03,20312.5
cosmology,raycasting,insitu,5000,0.8,32,0.12,space-shared,55.12,33.23,1831.45,20312.5
cosmology,raycasting,insitu,5000,0.8,32,0.25,time-shared,76.06,27.24,2072.27,40625
cosmology,raycasting,insitu,5000,0.8,32,0.25,space-shared,73.98,32.67,2416.68,40625
cosmology,raycasting,insitu,5000,0.8,32,0.5,time-shared,113.77,23.51,2674.73,81250
cosmology,raycasting,insitu,5000,0.8,32,0.5,space-shared,111.69,27.14,3031.15,81250
cosmology,raycasting,insitu,5000,0.8,32,1,time-shared,189.19,20.51,3879.67,162500
cosmology,raycasting,insitu,5000,0.8,32,1,space-shared,187.11,22.77,4260.08,162500
cosmology,raycasting,insitu,5000,1,32,0.12,time-shared,70.99,25.97,1843.37,25390.62
cosmology,raycasting,insitu,5000,1,32,0.12,space-shared,68.9,32.67,2251.29,25390.62
cosmology,raycasting,insitu,5000,1,32,0.25,time-shared,94.56,27.15,2567.42,50781.25
cosmology,raycasting,insitu,5000,1,32,0.25,space-shared,92.47,32.26,2982.83,50781.25
cosmology,raycasting,insitu,5000,1,32,0.5,time-shared,141.69,23.43,3320.5,101562.5
cosmology,raycasting,insitu,5000,1,32,0.5,space-shared,139.61,26.87,3750.92,101562.5
cosmology,raycasting,insitu,5000,1,32,1,time-shared,235.97,20.45,4826.67,203125
cosmology,raycasting,insitu,5000,1,32,1,space-shared,233.89,22.61,5287.08,203125
cosmology,raycasting,posthoc,1000,0.2,1,0.12,time-shared,0.5,40.82,20.52,31.79
cosmology,raycasting,posthoc,1000,0.2,1,0.12,space-shared,0.86,51.85,44.67,31.79
cosmology,raycasting,posthoc,1000,0.2,1,0.25,time-shared,0.53,40.25,21.43,63.57
cosmology,raycasting,posthoc,1000,0.2,1,0.25,space-shared,0.89,51.21,45.57,63.57
cosmology,raycasting,posthoc,1000,0.2,1,0.5,time-shared,0.59,37.83,22.37,127.15
cosmology,raycasting,posthoc,1000,0.2,1,0.5,space-shared,0.95,49.13,46.49,127.15
cosmology,raycasting,posthoc,1000,0.2,1,1,time-shared,0.71,34.2,24.26,254.3
cosmology,raycasting,posthoc,1000,0.2,1,1,space-shared,1.06,45.63,48.34,254.3
cosmology,raycasting,posthoc,1000,0.4,1,0.12,time-shared,0.59,38.56,22.71,63.57
cosmology,raycasting,posthoc,1000,0.4,1,0.12,space-shared,0.89,52.18,46.43,63.57
cosmology,raycasting,posthoc,1000,0.4,1,0.25,time-shared,0.65,37.85,24.53,127.15
cosmology,raycasting,posthoc,1000,0.4,1,0.25,space-shared,0.95,50.95,48.22,127.15
cosmology,raycasting,posthoc,1000,0.4,1,0.5,time-shared,0.77,34.48,26.41,254.3
cosmology,raycasting,posthoc,1000,0.4,1,0.5,space-shared,1.06,47.26,50.07,254.3
cosmology,raycasting,posthoc,1000,0.4,1,1,time-shared,1,30.12,30.18,508.59
cosmology,raycasting,posthoc,1000,0.4,1,1,space-shared,1.29,41.83,53.76,508.59
cosmology,raycasting,posthoc,1000,0.6,1,0.12,time-shared,0.68,36.89,24.9,95.36
cosmology,raycasting,posthoc,1000,0.6,1,0.12,space-shared,0.92,52.48,48.18,95.36
cosmology,raycasting,posthoc,1000,0.6,1,0.25,time-shared,0.76,36.17,27.62,190.72
cosmology,raycasting,posthoc,1000,0.6,1,0.25,space-shared,1,50.73,50.87,190.72
cosmology,raycasting,posthoc,1000,0.6,1,0.5,time-shared,0.94,32.37,30.45,381.45
cosmology,raycasting,posthoc,1000,0.6,1,0.5,space-shared,1.17,45.76,53.65,381.45
cosmology,raycasting,posthoc,1000,0.6,1,1,time-shared,1.29,27.88,36.11,762.89
cosmology,raycasting,posthoc,1000,0.6,1,1,space-shared,1.51,39.16,59.19,762.89
cosmology,raycasting,posthoc,1000,0.8,1,0.12,time-shared,0.76,35.59,27.09,127.15
cosmology,raycasting,posthoc,1000,0.8,1,0.12,space-shared,0.95,52.77,49.94,127.15
cosmology,raycasting,posthoc,1000,0.8,1,0.25,time-shared,0.88,34.93,30.72,254.3
cosmology,raycasting,posthoc,1000,0.8,1,0.25,space-shared,1.06,50.53,53.53,254.3
cosmology,raycasting,posthoc,1000,0.8,1,0.5,time-shared,1.12,30.92,34.49,508.59
cosmology,raycasting,posthoc,1000,0.8,1,0.5,space-shared,1.29,44.52,57.22,508.59
cosmology,raycasting,posthoc,1000,0.8,1,1,time-shared,1.59,26.48,42.03,1017.19
cosmology,raycasting,posthoc,1000,0.8,1,1,space-shared,1.74,37.19,64.61,1017.19
cosmology,raycasting,posthoc,1000,1,1,0.12,time-shared,0.85,34.55,29.28,158.94
cosmology,raycasting,posthoc,1000,1,1,0.12,space-shared,0.97,53.04,51.7,158.94
cosmology,raycasting,posthoc,1000,1,1,0.25,time-shared,1,33.98,33.81,317.87
cosmology,raycasting,posthoc,1000,1,1,0.25,space-shared,1.12,50.34,56.18,317.87
cosmology,raycasting,posthoc,1000,1,1,0.5,time-shared,1.29,29.86,38.53,635.74
cosmology,raycasting,posthoc,1000,1,1,0.5,space-shared,1.4,43.48,60.8,635.74
cosmology,raycasting,posthoc,1000,1,1,1,time-shared,1.88,25.5,47.95,1271.48
cosmology,raycasting,posthoc,1000,1,1,1,space-shared,1.96,35.67,70.04,1271.48
cosmology,raycasting,posthoc,5000,0.2,1,0.12,time-shared,2.51,40.82,102.62,158.94
cosmology,raycasting,posthoc,5000,0.2,1,0.12,space-shared,4.31,51.85,223.36,158.94
cosmology,raycasting,posthoc,5000,0.2,1,0.25,time-shared,2.66,40.25,107.15,317.87
cosmology,raycasting,posthoc,5000,0.2,1,0.25,space-shared,4.45,51.21,227.84,317.87
cosmology,raycasting,posthoc,5000,0.2,1,0.5,time-shared,2.96,37.83,111.86,635.74
cosmology,raycasting,posthoc,5000,0.2,1,0.5,space-shared,4.73,49.13,232.46,635.74
cosmology,raycasting,posthoc,5000,0.2,1,1,time-shared,3.55,34.2,121.29,1271.48
cosmology,raycasting,posthoc,5000,0.2,1,1,space-shared,5.3,45.63,241.7,1271.48
cosmology,raycasting,posthoc,5000,0.4,1,0.12,time-shared,2.95,38.56,113.57,317.87
cosmology,raycasting,posthoc,5000,0.4,1,0.12,space-shared,4.45,52.18,232.14,317.87
cosmology,raycasting,posthoc,5000,0.4,1,0.25,time-shared,3.24,37.85,122.63,635.74
cosmology,raycasting,posthoc,5000,0.4,1,0.25,space-shared,4.73,50.95,241.11,635.74
cosmology,raycasting,posthoc,5000,0.4,1,0.5,time-shared,3.83,34.48,132.05,1271.48
cosmology,raycasting,posthoc,5000,0.4,1,0.5,space-shared,5.3,47.26,250.34,1271.48
cosmology,raycasting,posthoc,5000,0.4,1,1,time-shared,5.01,30.12,150.91,2542.97
cosmology,raycasting,posthoc,5000,0.4,1,1,space-shared,6.43,41.83,268.82,2542.97
cosmology,raycasting,posthoc,5000,0.6,1,0.12,time-shared,3.38,36.89,124.52,476.81
cosmology,raycasting,posthoc,5000,0.6,1,0.12,space-shared,4.59,52.48,240.92,476.81
cosmology,raycasting,posthoc,5000,0.6,1,0.25,time-shared,3.82,36.17,138.11,953.61
cosmology,raycasting,posthoc,5000,0.6,1,0.25,space-shared,5.01,50.73,254.37,953.61
cosmology,raycasting,posthoc,5000,0.6,1,0.5,time-shared,4.7,32.37,152.25,1907.23
cosmology,raycasting,posthoc,5000,0.6,1,0.5,space-shared,5.86,45.76,268.23,1907.23
cosmology,raycasting,posthoc,5000,0.6,1,1,time-shared,6.47,27.88,180.53,3814.45
cosmology,raycasting,posthoc,5000,0.6,1,1,space-shared,7.56,39.16,295.94,3814.45
cosmology,raycasting,posthoc,5000,0.8,1,0.12,time-shared,3.81,35.59,135.47,635.74
cosmology,raycasting,posthoc,5000,0.8,1,0.12,space-shared,4.73,52.77,249.7,635.74
cosmology,raycasting,posthoc,5000,0.8,1,0.25,time-shared,4.4,34.93,153.59,1271.48
cosmology,raycasting,posthoc,5000,0.8,1,0.25,space-shared,5.3,50.53,267.63,1271.48
cosmology,raycasting,posthoc,5000,0.8,1,0.5,time-shared,5.58,30.92,172.44,2542.97
cosmology,raycasting,posthoc,5000,0.8,1,0.5,space-shared,6.43,44.52,286.11,2542.97
cosmology,raycasting,posthoc,5000,0.8,1,1,time-shared,7.94,26.48,210.15,5085.94
cosmology,raycasting,posthoc,5000,0.8,1,1,space-shared,8.69,37.19,323.06,5085.94
cosmology,raycasting,posthoc,5000,1,1,0.12,time-shared,4.24,34.55,146.42,794.68
cosmology,raycasting,posthoc,5000,1,1,0.12,space-shared,4.87,53.04,258.48,794.68
cosmology,raycasting,posthoc,5000,1,1,0.25,time-shared,4.98,33.98,169.07,1589.36
cosmology,raycasting,posthoc,5000,1,1,0.25,space-shared,5.58,50.34,280.89,1589.36
cosmology,raycasting,posthoc,5000,1,1,0.5,time-shared,6.45,29.86,192.63,3178.71
cosmology,raycasting,posthoc,5000,1,1,0.5,space-shared,6.99,43.48,303.99,3178.71
cosmology,raycasting,posthoc,5000,1,1,1,time-shared,9.4,25.5,239.77,6357.42
cosmology,raycasting,posthoc,5000,1,1,1,space-shared,9.82,35.67,350.18,6357.42
cosmology,raycasting,posthoc,1000,0.2,2,0.12,time-shared,0.59,38.56,22.71,63.53
cosmology,raycasting,posthoc,1000,0.2,2,0.12,space-shared,0.89,52.18,46.43,63.53
cosmology,raycasting,posthoc,1000,0.2,2,0.25,time-shared,0.65,37.85,24.52,127.05
cosmology,raycasting,posthoc,1000,0.2,2,0.25,space-shared,0.95,50.96,48.22,127.05
cosmology,raycasting,posthoc,1000,0.2,2,0.5,time-shared,0.77,34.48,26.41,254.1
cosmology,raycasting,posthoc,1000,0.2,2,0.5,space-shared,1.06,47.27,50.07,254.1
cosmology,raycasting,posthoc,1000,0.2,2,1,time-shared,1,30.12,30.18,508.2
cosmology,raycasting,posthoc,1000,0.2,2,1,space-shared,1.29,41.83,53.76,508.2
cosmology,raycasting,posthoc,1000,0.4,2,0.12,time-shared,0.76,35.59,27.09,127.05
cosmology,raycasting,posthoc,1000,0.4,2,0.12,space-shared,0.95,52.77,49.94,127.05
cosmology,raycasting,posthoc,1000,0.4,2,0.25,time-shared,0.88,34.93,30.71,254.1
cosmology,raycasting,posthoc,1000,0.4,2,0.25,space-shared,1.06,50.53,53.52,254.1
cosmology,raycasting,posthoc,1000,0.4,2,0.5,time-shared,1.12,30.92,34.48,508.2
cosmology,raycasting,posthoc,1000,0.4,2,0.5,space-shared,1.29,44.52,57.22,508.2
cosmology,raycasting,posthoc,1000,0.4,2,1,time-shared,1.59,26.48,42.02,1016.41
cosmology,raycasting,posthoc,1000,0.4,2,1,space-shared,1.74,37.2,64.6,1016.41
cosmology,raycasting,posthoc,1000,0.6,2,0.12,time-shared,0.93,33.71,31.47,190.58
cosmology,raycasting,posthoc,1000,0.6,2,0.12,space-shared,1,53.3,53.45,190.58
cosmology,raycasting,posthoc,1000,0.6,2,0.25,time-shared,1.11,33.23,36.91,381.15
cosmology,raycasting,posthoc,1000,0.6,2,0.25,space-shared,1.17,50.19,58.83,381.15
cosmology,raycasting,posthoc,1000,0.6,2,0.5,time-shared,1.46,29.06,42.56,762.3
cosmology,raycasting,posthoc,1000,0.6,2,0.5,space-shared,1.51,42.6,64.37,762.3
cosmology,raycasting,posthoc,1000,0.6,2,1,time-shared,2.17,24.8,53.86,1524.61
cosmology,raycasting,posthoc,1000,0.6,2,1,space-shared,2.19,34.47,75.44,1524.61
cosmology,raycasting,posthoc,1000,0.8,2,0.12,time-shared,1.11,32.42,35.85,254.1
cosmology,raycasting,posthoc,1000,0.8,2,0.12,space-shared,1.06,53.78,56.96,254.1
cosmology,raycasting,posthoc,1000,0.8,2,0.25,time-shared,1.34,32.12,43.1,508.2
cosmology,raycasting,posthoc,1000,0.8,2,0.25,space-shared,1.29,49.9,64.13,508.2
cosmology,raycasting,posthoc,1000,0.8,2,0.5,time-shared,1.81,27.92,50.63,1016.41
cosmology,raycasting,posthoc,1000,0.8,2,0.5,space-shared,1.74,41.18,71.52,1016.41
cosmology,raycasting,posthoc,1000,0.8,2,1,time-shared,2.76,23.83,65.7,2032.81
cosmology,raycasting,posthoc,1000,0.8,2,1,space-shared,2.64,32.68,86.29,2032.81
cosmology,raycasting,posthoc,1000,1,2,0.12,time-shared,1.28,31.48,40.23,317.63
cosmology,raycasting,posthoc,1000,1,2,0.12,space-shared,1.12,54.2,60.47,317.63
cosmology,raycasting,posthoc,1000,1,2,0.25,time-shared,1.57,31.33,49.29,635.25
cosmology,raycasting,posthoc,1000,1,2,0.25,space-shared,1.4,49.67,69.43,635.25
cosmology,raycasting,posthoc,1000,1,2,0.5,time-shared,2.16,27.15,58.71,1270.51
cosmology,raycasting,posthoc,1000,1,2,0.5,space-shared,1.96,40.08,78.67,1270.51
cosmology,raycasting,posthoc,1000,1,2,1,time-shared,3.34,23.2,77.55,2541.02
cosmology,raycasting,posthoc,1000,1,2,1,space-shared,3.09,31.41,97.13,2541.02
cosmology,raycasting,posthoc,5000,0.2,2,0.12,time-shared,2.94,38.56,113.57,317.63
cosmology,raycasting,posthoc,5000,0.2,2,0.12,space-shared,4.45,52.18,232.14,317.63
cosmology,raycasting,posthoc,5000,0.2,2,0.25,time-shared,3.24,37.85,122.62,635.25
cosmology,raycasting,posthoc,5000,0.2,2,0.25,space-shared,4.73,50.96,241.1,635.25
cosmology,raycasting,posthoc,5000,0.2,2,0.5,time-shared,3.83,34.48,132.04,1270.51
cosmology,raycasting,posthoc,5000,0.2,2,0.5,space-shared,5.3,47.27,250.33,1270.51
cosmology,raycasting,posthoc,5000,0.2,2,1,time-shared,5.01,30.12,150.88,2541.02
cosmology,raycasting,posthoc,5000,0.2,2,1,space-shared,6.43,41.83,268.8,2541.02
cosmology,raycasting,posthoc,5000,0.4,2,0.12,time-shared,3.81,35.59,135.47,635.25
cosmology,raycasting,posthoc,5000,0.4,2,0.12,space-shared,4.73,52.77,249.7,635.25
cosmology,raycasting,posthoc,5000,0.4,2,0.25,time-shared,4.4,34.93,153.57,1270.51
cosmology,raycasting,posthoc,5000,0.4,2,0.25,space-shared,5.3,50.53,267.62,1270.51
cosmology,raycasting,posthoc,5000,0.4,2,0.5,time-shared,5.58,30.92,172.41,2541.02
cosmology,raycasting,posthoc,5000,0.4,2,0.5,space-shared,6.43,44.52,286.08,2541.02
cosmology,raycasting,posthoc,5000,0.4,2,1,time-shared,7.93,26.48,210.09,5082.03
cosmology,raycasting,posthoc,5000,0.4,2,1,space-shared,8.68,37.2,323.01,5082.03
cosmology,raycasting,posthoc,5000,0.6,2,0.12,time-shared,4.67,33.71,157.37,952.88
cosmology,raycasting,posthoc,5000,0.6,2,0.12,space-shared,5.01,53.3,267.25,952.88
cosmology,raycasting,posthoc,5000,0.6,2,0.25,time-shared,5.55,33.23,184.53,1905.76
cosmology,raycasting,posthoc,5000,0.6,2,0.25,space-shared,5.86,50.19,294.13,1905.76
cosmology,raycasting,posthoc,5000,0.6,2,0.5,time-shared,7.32,29.06,212.79,3811.52
cosmology,raycasting,posthoc,5000,0.6,2,0.5,space-shared,7.55,42.6,321.83,3811.52
cosmology,raycasting,posthoc,5000,0.6,2,1,time-shared,10.86,24.8,269.31,7623.05
cosmology,raycasting,posthoc,5000,0.6,2,1,space-shared,10.94,34.47,377.22,7623.05
cosmology,raycasting,posthoc,5000,0.8,2,0.12,time-shared,5.53,32.42,179.27,1270.51
cosmology,raycasting,posthoc,5000,0.8,2,0.12,space-shared,5.3,53.78,284.81,1270.51
cosmology,raycasting,posthoc,5000,0.8,2,0.25,time-shared,6.71,32.12,215.48,2541.02
cosmology,raycasting,posthoc,5000,0.8,2,0.25,space-shared,6.43,49.9,320.65,2541.02
cosmology,raycasting,posthoc,5000,0.8,2,0.5,time-shared,9.07,27.92,253.16,5082.03
cosmology,raycasting,posthoc,5000,0.8,2,0.5,space-shared,8.68,41.18,357.58,5082.03
cosmology,raycasting,posthoc,5000,0.8,2,1,time-shared,13.78,23.83,328.52,10164.06
cosmology,raycasting,posthoc,5000,0.8,2,1,space-shared,13.2,32.68,431.44,10164.06
cosmology,raycasting,posthoc,5000,1,2,0.12,time-shared,6.39,31.48,201.16,1588.13
cosmology,raycasting,posthoc,5000,1,2,0.12,space-shared,5.58,54.2,302.36,1588.13
cosmology,raycasting,posthoc,5000,1,2,0.25,time-shared,7.87,31.33,246.43,3176.27
cosmology,raycasting,posthoc,5000,1,2,0.25,space-shared,6.99,49.67,347.16,3176.27
cosmology,raycasting,posthoc,5000,1,2,0.5,time-shared,10.81,27.15,293.53,6352.54
cosmology,raycasting,posthoc,5000,1,2,0.5,space-shared,9.81,40.08,393.33,6352.54
cosmology,raycasting,posthoc,5000,1,2,1,time-shared,16.71,23.2,387.73,12705.08
cosmology,raycasting,posthoc,5000,1,2,1,space-shared,15.46,31.41,485.65,12705.08
cosmology,raycasting,posthoc,1000,0.2,4,0.12,time-shared,0.76,35.59,27.09,127
cosmology,raycasting,posthoc,1000,0.2,4,0.12,space-shared,0.95,52.78,49.94,127
cosmology,raycasting,posthoc,1000,0.2,4,0.25,time-shared,0.88,34.94,30.71,254
cosmology,raycasting,posthoc,1000,0.2,4,0.25,space-shared,1.06,50.53,53.52,254
cosmology,raycasting,posthoc,1000,0.2,4,0.5,time-shared,1.11,30.93,34.48,508.01
cosmology,raycasting,posthoc,1000,0.2,4,0.5,space-shared,1.28,44.53,57.21,508.01
cosmology,raycasting,posthoc,1000,0.2,4,1,time-shared,1.59,26.48,42.01,1016.02
cosmology,raycasting,posthoc,1000,0.2,4,1,space-shared,1.74,37.2,64.6,1016.02
cosmology,raycasting,posthoc,1000,0.4,4,0.12,time-shared,1.11,32.42,35.85,254
cosmology,raycasting,posthoc,1000,0.4,4,0.12,space-shared,1.06,53.78,56.96,254
cosmology,raycasting,posthoc,1000,0.4,4,0.25,time-shared,1.34,32.12,43.09,508.01
cosmology,raycasting,posthoc,1000,0.4,4,0.25,space-shared,1.28,49.91,64.13,508.01
cosmology,raycasting,posthoc,1000,0.4,4,0.5,time-shared,1.81,27.92,50.63,1016.02
cosmology,raycasting,posthoc,1000,0.4,4,0.5,space-shared,1.74,41.18,71.51,1016.02
cosmology,raycasting,posthoc,1000,0.4,4,1,time-shared,2.76,23.83,65.69,2032.03
cosmology,raycasting,posthoc,1000,0.4,4,1,space-shared,2.64,32.69,86.28,2032.03
cosmology,raycasting,posthoc,1000,0.6,4,0.12,time-shared,1.45,30.76,44.61,381.01
cosmology,raycasting,posthoc,1000,0.6,4,0.12,space-shared,1.17,54.59,63.98,381.01
cosmology,raycasting,posthoc,1000,0.6,4,0.25,time-shared,1.8,30.75,55.47,762.01
cosmology,raycasting,posthoc,1000,0.6,4,0.25,space-shared,1.51,49.47,74.73,762.01
cosmology,raycasting,posthoc,1000,0.6,4,0.5,time-shared,2.51,26.59,66.77,1524.02
cosmology,raycasting,posthoc,1000,0.6,4,0.5,space-shared,2.19,39.22,85.81,1524.02
cosmology,raycasting,posthoc,1000,0.6,4,1,time-shared,3.93,22.76,89.37,3048.05
cosmology,raycasting,posthoc,1000,0.6,4,1,space-shared,3.54,30.47,107.96,3048.05
cosmology,raycasting,posthoc,1000,0.8,4,0.12,time-shared,1.79,29.73,53.37,508.01
cosmology,raycasting,posthoc,1000,0.8,4,0.12,space-shared,1.38,52.53,72.4,508.01
cosmology,raycasting,posthoc,1000,0.8,4,0.25,time-shared,2.27,29.94,67.85,1016.02
cosmology,raycasting,posthoc,1000,0.8,4,0.25,space-shared,1.85,47.05,87.04,1016.02
cosmology,raycasting,posthoc,1000,0.8,4,0.5,time-shared,3.21,25.84,82.92,2032.03
cosmology,raycasting,posthoc,1000,0.8,4,0.5,space-shared,2.79,36.67,102.4,2032.03
cosmology,raycasting,posthoc,1000,0.8,4,1,time-shared,5.1,22.19,113.05,4064.06
cosmology,raycasting,posthoc,1000,0.8,4,1,space-shared,4.68,28.45,133.14,4064.06
cosmology,raycasting,posthoc,1000,1,4,0.12,time-shared,2.14,29.04,62.13,635.01
cosmology,raycasting,posthoc,1000,1,4,0.12,space-shared,1.72,48.12,82.9,635.01
cosmology,raycasting,posthoc,1000,1,4,0.25,time-shared,2.73,29.4,80.23,1270.02
cosmology,raycasting,posthoc,1000,1,4,0.25,space-shared,2.31,43.76,101.19,1270.02
cosmology,raycasting,posthoc,1000,1,4,0.5,time-shared,3.91,25.35,99.07,2540.04
cosmology,raycasting,posthoc,1000,1,4,0.5,space-shared,3.49,34.49,120.4,2540.04
cosmology,raycasting,posthoc,1000,1,4,1,time-shared,6.27,21.82,136.73,5080.08
cosmology,raycasting,posthoc,1000,1,4,1,space-shared,5.85,27.15,158.82,5080.08
cosmology,raycasting,posthoc,5000,0.2,4,0.12,time-shared,3.81,35.59,135.46,635.01
cosmology,raycasting,posthoc,5000,0.2,4,0.12,space-shared,4.73,52.78,249.69,635.01
cosmology,raycasting,posthoc,5000,0.2,4,0.25,time-shared,4.4,34.94,153.57,1270.02
cosmology,raycasting,posthoc,5000,0.2,4,0.25,space-shared,5.3,50.53,267.61,1270.02
